persona_id,first_interaction,last_interaction,num_active_days,Engagement_Score
3695da6165f2-48df32cc,2024-06-18,2024-06-18,1,0.2
36abe91deb82-2cf3c6bb,2024-06-10,2024-06-10,1,23.400000000000002
372999a6d733-46cb1017,2024-06-06,2024-06-06,1,22.200000000000003
372e8db986e4-71ea4d5c,2024-06-13,2024-06-13,1,0.2
373fd86ba842-e4e5d113,2024-06-12,2024-06-12,1,2.8000000000000003
374c70112db7-9eafaeed,2024-06-16,2024-06-16,1,0.8
375c41e22260-ee78cc0c,2024-06-14,2024-06-14,1,24.400000000000002
37637b7b4bf1-4300ca2d,2024-06-12,2024-06-12,1,5.0
376949ab92c1-bd1fbfe8,2024-06-20,2024-06-20,1,1.6
376bcc41581d-deac8199,2024-06-03,2024-06-03,1,0.4
37f12abca0c0-41e50124,2024-06-19,2024-06-21,3,209.0
37f9b01d4924-c9be7c1a,2024-06-05,2024-06-05,1,3.0
3930992039bb-69bffe1f,2024-06-10,2024-06-10,1,8.8
393bd0fa07be-10da391e,2024-06-14,2024-06-14,1,8.8
398b0ea459f0-f7505ffc,2024-06-01,2024-06-11,7,21.799999999999997
3a26e0ed9bfd-548cb788,2024-06-13,2024-06-13,1,2.0
3b3d9cb3edf5-2086f69c,2024-06-16,2024-06-16,1,0.2
3b3fb668ca1d-e1c5bc87,2024-06-12,2024-06-12,1,12.2
3b78ae89af41-57ca3033,2024-06-01,2024-06-01,1,19.4
3bb2762d968b-51b925c2,2024-06-03,2024-06-03,1,0.2
3c58af35ffa3-36985c9e,2024-06-02,2024-06-02,1,1.8
3cf926c8a11d-371e73c8,2024-06-11,2024-06-11,1,5.0
3d411ae0bcb5-c6bb9ceb,2024-06-16,2024-06-16,1,3.2
3d677fbc227a-2772fd49,2024-06-15,2024-06-15,1,0.4
3d7e13ef4423-75ef14c1,2024-06-20,2024-06-20,1,14.600000000000001
3db69364669a-9c1197ff,2024-06-06,2024-06-06,1,0.2
3db6e2d647d4-932a0a2b,2024-06-03,2024-06-03,1,19.8
3ef282f726b5-06b6c021,2024-06-12,2024-06-12,1,1.8
4057b64fe3b1-a1c4951e,2024-06-16,2024-06-16,1,16.0
408dcdb8b593-3c27fd9e,2024-06-18,2024-06-18,1,0.2
410d0abb6cfc-1ede3bc7,2024-06-13,2024-06-13,1,3.2
41b39c808c6e-21d2ebc5,2024-06-02,2024-06-02,1,6.2
421ee5ce64f5-99fef5d3,2024-06-12,2024-06-12,1,1.2000000000000002
424a00da354c-fef04c0e,2024-06-07,2024-06-13,2,9.0
42c22bbb0a35-0da74082,2024-06-21,2024-06-21,1,0.2
430e0d94da90-13a497f9,2024-06-18,2024-06-18,1,5.6000000000000005
43b0ff4a8ebd-dad0895e,2024-06-06,2024-06-06,1,0.8
43b352b3a70c-ab51d528,2024-06-07,2024-06-07,1,5.800000000000001
43b867261424-b9ba3066,2024-06-14,2024-06-14,1,0.2
446f134bfb8e-7a0a0c54,2024-06-11,2024-06-11,1,18.8
4541a8c6ebb9-32ef26e9,2024-06-16,2024-06-16,1,22.200000000000003
45636e387707-de90bc18,2024-06-14,2024-06-14,1,1.0
4612a9f6bcf1-c61ce673,2024-06-09,2024-06-09,1,10.200000000000001
472f6b8a38eb-9c8ca3d0,2024-06-16,2024-06-16,1,5.2
4734ac32b22d-6eeac413,2024-06-02,2024-06-02,1,19.8
474d7c0715aa-c7c02a70,2024-06-20,2024-06-20,1,26.6
4759527e791c-d0500694,2024-06-04,2024-06-04,1,2.0
47b20ccc1495-4c4a6d44,2024-06-01,2024-06-01,1,2.2
47cf10bd5f67-1121c3f9,2024-06-02,2024-06-02,1,4.0
47f278408c30-af32e87d,2024-06-02,2024-06-02,1,18.200000000000003
47f32e226250-1a1624cf,2024-06-06,2024-06-06,1,11.4
48b055311b4b-17f75f85,2024-06-09,2024-06-09,1,18.8
4910a98750b5-33672dce,2024-06-03,2024-06-03,1,22.200000000000003
491e50e54235-0d3cb8fc,2024-06-05,2024-06-05,1,12.400000000000002
499ccbe2d860-be79f05f,2024-06-16,2024-06-18,2,23.200000000000003
4a1d6e4b58f7-02d63762,2024-06-02,2024-06-02,1,0.2
4a6bef89424d-bfc8c3c4,2024-06-17,2024-06-17,1,7.4
4ae42e059a06-3ddaf58f,2024-06-19,2024-06-19,1,8.0
4af7f3cdd2ae-46daebd0,2024-06-16,2024-06-16,1,1.8000000000000003
4b0549d5a926-90cfabed,2024-06-07,2024-06-07,1,4.0
4bf7a96aacbf-7269a0e8,2024-06-07,2024-06-07,1,1.4000000000000001
4ca467628dc2-677518c5,2024-06-11,2024-06-11,1,2.6
4d072b51689c-0d0a7131,2024-06-02,2024-06-21,5,23.499999999999996
4d1948075293-b504a422,2024-06-02,2024-06-02,1,0.2
4d502dab093f-e18b392a,2024-06-07,2024-06-07,1,3.2
4d902716edfa-e5cad6ad,2024-06-15,2024-06-15,1,12.400000000000002
4dba25ebc405-6acc9630,2024-06-17,2024-06-17,1,1.2000000000000002
4e17bce3bcb9-0d3c1b31,2024-06-13,2024-06-13,1,2.6
4e8090aace9c-0c841c95,2024-06-12,2024-06-12,1,4.6000000000000005
4f47a78b9d13-b072d239,2024-06-02,2024-06-02,1,0.2
50df7791c3e7-afcfab21,2024-06-06,2024-06-06,1,11.8
50fbc8bc981c-7ab4dc63,2024-06-07,2024-06-07,1,5.6000000000000005
515c6d2e70c9-49c182c2,2024-06-07,2024-06-07,1,21.400000000000002
51b97dd18f31-687eb133,2024-06-05,2024-06-05,1,0.6000000000000001
52556143c05f-6b493fcf,2024-06-12,2024-06-12,1,1.2000000000000002
52947067b711-b099e67d,2024-06-20,2024-06-20,1,3.2
5341f4eb64d4-bb709bbc,2024-06-10,2024-06-10,1,0.6000000000000001
537b9123b014-bf8d9c41,2024-06-19,2024-06-19,1,4.4
53c55dd01a1c-2e22e853,2024-06-02,2024-06-02,1,9.0
53ef0ee1ac7a-d5a9476f,2024-06-04,2024-06-04,1,2.6000000000000005
540759a7ee56-f538f0eb,2024-06-15,2024-06-15,1,5.6000000000000005
541620c4b930-54e530a2,2024-06-19,2024-06-19,1,24.200000000000003
5419976f51df-6f5ae0ad,2024-06-17,2024-06-17,1,13.4
5440bcbc1d94-6f4cb8c9,2024-06-21,2024-06-21,1,2.2
546bfc9c32a0-a3c78d79,2024-06-14,2024-06-14,1,11.2
5492002057fe-4df96c2a,2024-06-10,2024-06-10,1,0.2
549ad7898e69-83cc6c17,2024-06-14,2024-06-14,1,0.6000000000000001
54be81332b3d-4c5a6237,2024-06-03,2024-06-03,1,20.400000000000002
54daa138fc80-7fcb879b,2024-06-01,2024-06-01,1,19.8
55b883c81fe1-ee6bc223,2024-06-13,2024-06-13,1,19.800000000000004
55b8f6079f9b-3399dd75,2024-06-19,2024-06-21,3,16.8
560cab572066-533836f5,2024-06-12,2024-06-12,1,5.0
5642bec7828e-a8fa3d34,2024-06-09,2024-06-09,1,11.600000000000001
57fb560ef368-96c67349,2024-06-10,2024-06-10,1,13.600000000000001
5856d8a32c54-c94c644f,2024-06-11,2024-06-11,1,24.6
58ad14794180-02358e97,2024-06-12,2024-06-12,1,4.4
58fab7e498ad-81f6ba49,2024-06-14,2024-06-14,1,8.600000000000001
5936d8f8402e-5a7a6ab5,2024-06-01,2024-06-01,1,0.2
5a499611dc54-3579d65a,2024-06-08,2024-06-08,1,3.4000000000000004
5a79648acc25-36ca83aa,2024-06-04,2024-06-04,1,22.200000000000003
5b11dc1f82aa-8d962757,2024-06-15,2024-06-15,1,6.0
5b51224dd049-78a1f54a,2024-06-17,2024-06-17,1,0.2
5bd82cbfe96f-18d3f182,2024-06-08,2024-06-08,1,3.2
5bfb356e88a5-1c50c6f4,2024-06-21,2024-06-21,1,0.2
5c01f91747db-679d9096,2024-06-19,2024-06-19,1,5.4
5c6f1878a743-0a930dbd,2024-06-01,2024-06-01,1,5.2
5c736cbf138f-02d85470,2024-06-13,2024-06-13,1,7.4
5cb8d23c329c-5263863b,2024-06-10,2024-06-10,1,0.4
5da7c4823ee9-b4d8625d,2024-06-11,2024-06-11,1,5.800000000000001
5df7535466da-e9b1ac42,2024-06-01,2024-06-01,1,19.8
5f612e235eaf-0b7c5f8e,2024-06-05,2024-06-05,1,0.6000000000000001
5fd011e64434-0a3f7d20,2024-06-07,2024-06-07,1,16.6
60282edde447-75aa2826,2024-06-16,2024-06-16,1,0.2
603aa26e57ff-0001551c,2024-06-05,2024-06-05,1,22.200000000000003
60c94738b3ac-c197b170,2024-06-15,2024-06-15,1,0.2
614f14e44be0-f91018c5,2024-06-14,2024-06-14,1,0.2
62aa45a73324-55ae275c,2024-06-21,2024-06-21,1,8.8
62fc34daec19-5022083f,2024-06-11,2024-06-11,1,2.2
6340279223d0-201c8b30,2024-06-02,2024-06-02,1,4.4
63bdf51f51a4-4910ab8b,2024-06-12,2024-06-12,1,0.4
63c2132ad321-a23947c7,2024-06-05,2024-06-05,1,1.4000000000000001
63f195b77dec-cc629091,2024-06-02,2024-06-02,1,19.8
6470f3c50331-329d864a,2024-06-18,2024-06-18,1,21.2
6490acd8e4f2-b6564d55,2024-06-03,2024-06-03,1,4.800000000000001
64c9e31c5622-5a352d70,2024-06-02,2024-06-02,1,4.6
652bb2faa06e-7adda19c,2024-06-12,2024-06-12,1,2.0
658fe73b0325-73a89a73,2024-06-17,2024-06-17,1,1.6
66064e8bf66a-b9e1caf8,2024-06-07,2024-06-07,1,0.2
66d074739b2d-e83fef98,2024-06-17,2024-06-17,1,1.0
66e56f940f50-f6a56d56,2024-06-01,2024-06-01,1,0.6000000000000001
6719467dc8f1-206fde3d,2024-06-11,2024-06-11,1,24.6
680582245067-5b6059e2,2024-06-21,2024-06-21,1,0.4
6816582f9fc0-cc2f77a2,2024-06-05,2024-06-05,1,2.6
68785fcf90ae-8291feca,2024-06-06,2024-06-06,1,0.4
68eb10b5cf45-d279b2d5,2024-06-04,2024-06-04,1,8.8
6964fc9ba960-5bc711dd,2024-06-01,2024-06-01,1,6.800000000000001
696c5cb76cfb-299dca14,2024-06-05,2024-06-05,1,2.5
6978b643dafe-fce2627a,2024-06-13,2024-06-13,1,11.4
69cee038074e-6372cfe7,2024-06-12,2024-06-12,1,24.200000000000003
6a07d47901a8-71c65e0d,2024-06-17,2024-06-17,1,0.2
6a8720a853c7-0f1332a0,2024-06-04,2024-06-04,1,1.4000000000000001
6b47114a67bf-36592f23,2024-06-04,2024-06-04,1,2.6
6b79b69faeba-e7f7fbff,2024-06-08,2024-06-08,1,20.0
6c4195907eb0-4b018cec,2024-06-04,2024-06-04,1,22.200000000000003
6c7bb87048eb-b6d2bfb0,2024-06-04,2024-06-04,1,0.2
6cb5202dbca1-924d1055,2024-06-13,2024-06-13,1,0.4
6cbbda1b6efb-f916e407,2024-06-17,2024-06-17,1,0.8
6d1ad53dd4ae-1849bb7d,2024-06-04,2024-06-04,1,6.800000000000001
6d35a4d7bce4-09888b9b,2024-06-02,2024-06-02,1,5.0
6d83097e929c-7e2cad19,2024-06-17,2024-06-17,1,8.600000000000001
6da9a01c0a3a-354cf654,2024-06-07,2024-06-07,1,8.200000000000001
6dbbe324559d-ed77820f,2024-06-09,2024-06-09,1,0.6000000000000001
6dbda116ca2c-b62d5973,2024-06-21,2024-06-21,1,19.700000000000003
6e28d6e90940-bbd7fc53,2024-06-03,2024-06-03,1,4.0
6ebc18dfd7af-9fab843f,2024-06-04,2024-06-04,1,0.4
6f182e718ad1-bed1b022,2024-06-08,2024-06-08,1,1.8000000000000003
6f745c9e270c-1c4cee4a,2024-06-09,2024-06-09,1,0.2
72760dccc5cd-d4498d94,2024-06-21,2024-06-21,1,12.600000000000001
72a917305e8f-901ab8d7,2024-06-05,2024-06-05,1,22.200000000000003
72da11b9c1f6-9fcc646d,2024-06-10,2024-06-10,1,23.400000000000002
7316989c4482-0cbc22b2,2024-06-01,2024-06-01,1,13.2
73504ed58f09-3d2cf04a,2024-06-01,2024-06-01,1,0.8
7374af7b2f2d-4c1595ff,2024-06-17,2024-06-17,1,22.200000000000003
7392c51cad17-f097d006,2024-06-02,2024-06-02,1,19.400000000000002
74010483f680-edc1251d,2024-06-02,2024-06-02,1,0.6000000000000001
743c8b1f45a1-5096d4dd,2024-06-18,2024-06-18,1,2.4000000000000004
74825c0250d1-746bdfb2,2024-06-21,2024-06-21,1,1.0
7483e1c78a2b-5d51b4fc,2024-06-04,2024-06-04,1,0.8
7487a98edd4b-b6ea7b40,2024-06-07,2024-06-07,1,23.400000000000002
749084bbb972-4738a121,2024-06-16,2024-06-16,1,12.4
755bee5f15d5-135d7521,2024-06-08,2024-06-08,1,23.400000000000002
76195a2d34b2-52bb41eb,2024-06-02,2024-06-02,1,17.200000000000003
7672bf0711c3-9afb813a,2024-06-02,2024-06-02,1,7.600000000000001
7793f675d329-79aab339,2024-06-07,2024-06-07,1,4.0
77aefb28d3ca-4283a3ae,2024-06-11,2024-06-11,1,8.8
77bc997a9940-bf461c61,2024-06-19,2024-06-19,1,8.4
77d6f123d8ad-9afb8118,2024-06-12,2024-06-12,1,4.2
783cec401f0a-e89d19af,2024-06-06,2024-06-06,1,22.700000000000003
785bb995f8a5-2386f71e,2024-06-07,2024-06-07,1,23.400000000000002
786510567151-e1f16975,2024-06-11,2024-06-20,3,79.5
7885bbef2417-10604a54,2024-06-07,2024-06-07,1,3.8000000000000007
78c3dc31ce40-416feea2,2024-06-05,2024-06-05,1,28.400000000000002
78caaad59530-a334dddf,2024-06-08,2024-06-08,1,12.4
792ac8883c5c-8817614c,2024-06-12,2024-06-12,1,5.0
79a729fc4318-cfffc839,2024-06-08,2024-06-08,1,1.8000000000000003
79ac238bb7db-3c1ab963,2024-06-13,2024-06-13,1,0.2
79d09a1f9d92-84a58a79,2024-06-14,2024-06-14,1,1.8
7ad8803a687a-24c2ef01,2024-06-20,2024-06-20,1,0.6000000000000001
7af089b42810-90295d5d,2024-06-21,2024-06-21,1,0.2
7b56001729e2-df30bf30,2024-06-01,2024-06-01,1,0.2
7bbc7b287242-324ba8b4,2024-06-16,2024-06-16,1,3.2
7c1f05c63616-8ad4aa9d,2024-06-14,2024-06-14,1,1.6
7cb230b8a140-89899a4f,2024-06-04,2024-06-04,1,3.0
7d0ac0134072-c4a40478,2024-06-13,2024-06-13,1,8.600000000000001
7d3791fc518e-e57b4362,2024-06-03,2024-06-03,1,13.0
7d5b64c66f2d-0e68d2c7,2024-06-19,2024-06-19,1,7.4
7d708a7b7add-0047a25b,2024-06-03,2024-06-03,1,1.4000000000000001
7ebf82cb7e95-bd1d593a,2024-06-03,2024-06-03,1,0.8
7f08d8cf5d4b-072d4fe5,2024-06-08,2024-06-08,1,0.4
803ffe16111a-31ab470e,2024-06-14,2024-06-14,1,0.4
80a57f7dbcf6-a91640fa,2024-06-19,2024-06-19,1,19.200000000000003
80d982a308bd-3057321f,2024-06-01,2024-06-01,1,16.2
810812a633be-8b83443c,2024-06-13,2024-06-13,1,5.0
81ca7bd364d5-885c8cad,2024-06-06,2024-06-06,1,1.2000000000000002
82c9f66f0c21-40dc593c,2024-06-17,2024-06-17,1,21.800000000000004
82d6ecb08814-c5faff69,2024-06-17,2024-06-17,1,0.6000000000000001
83127b3f1698-e998e39c,2024-06-21,2024-06-21,1,1.0
833bfbfd7beb-09a2f021,2024-06-02,2024-06-02,1,0.6000000000000001
839a03c153f9-41c3004e,2024-06-04,2024-06-04,1,18.200000000000003
8417f6ea5a0c-c13d3a4b,2024-06-07,2024-06-07,1,5.4
846394e1502b-f015842c,2024-06-21,2024-06-21,1,8.4
85163a4c11a8-f03853f0,2024-06-10,2024-06-10,1,23.400000000000002
85ba85547381-04c2c8c1,2024-06-06,2024-06-06,1,22.200000000000003
85c7c771bfb3-e6fd302f,2024-06-16,2024-06-16,1,5.0
85eaa4a7b8ed-c41e8f0b,2024-06-05,2024-06-05,1,21.0
85fe93f4712c-4f183455,2024-06-12,2024-06-12,1,5.2
860d9d7ffd4a-7188d154,2024-06-05,2024-06-05,1,7.0
863421189110-93292972,2024-06-14,2024-06-14,1,0.6000000000000001
86c7444bb6c0-3ec2c167,2024-06-04,2024-06-04,1,13.8
872fde124cff-9f2fff09,2024-06-13,2024-06-13,1,5.4
87579e0e777a-f487b816,2024-06-09,2024-06-09,1,8.4
87586ba24656-029b21d1,2024-06-14,2024-06-14,1,5.0
877b860a0fb5-026d3db8,2024-06-01,2024-06-01,1,0.4
